NOMBRE_ARCHIVO;NUMERO_FACTURA;NIT_ADQUIRIENTE;RAZON_SOCIAL_ADQUIRIENTE;DIRECCION_ADQUIRIENTE;CORREO_ADQUIRIENTE;TELEFONO_ADQUIRIENTE;CIUDAD_MUNICIPIO_ADQUIRIENTE;NUMERO_AUTORIZACION_ELECTRONICA;CODIGO_QR;CODIGO_CUFE;VALOR_TOTAL;IVA_TOTAL;FECHA_GENERACION;NIT_EMISOR;RAZON_SOCIAL_EMISOR
layout_08_010;F056947346;9326022622;ADRIANA MONICA VERA NUNEZ;;adriana.nunez@correo.com;;;34277805284269;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=527213788f2032c5ba2f7a2dd728761a2280b49e370355a44955ea63d3940ea903548931bd3c71d02c241ebb1f2a9a83;527213788f2032c5ba2f7a2dd728761a2280b49e370355a44955ea63d3940ea903548931bd3c71d02c241ebb1f2a9a83;92,143.00;14,711.92;2024-10-05 - 16:49:14;830112317-1;PROCAFECOL S.A.
layout_08_011;F056640089;5543355464;OMAR MAURICIO ESCOBAR BENITEZ;;omar.benitez@yahoo.com;;;59370844307494;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d8664474fd3b6bb854debf7a91d6ff4e867f96d927380c9a0bb71a50bbc307e4e79e25bd9c7f07e475f9baf8edf1f715;d8664474fd3b6bb854debf7a91d6ff4e867f96d927380c9a0bb71a50bbc307e4e79e25bd9c7f07e475f9baf8edf1f715;87,662.00;13,996.44;2024-02-20 - 08:32:50;830112317-1;PROCAFECOL S.A.
layout_08_012;F056102785;4027576514;NIDIA PAOLA DIAZ ESPINOSA;;nidia.espinosa@correo.com;;;16872281204432;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=ce5f7f8bd42a9684241ab467183e2bf7f686de33c384c12625e7f1398af4511ba907a945d47936498985eb4e70d66599;ce5f7f8bd42a9684241ab467183e2bf7f686de33c384c12625e7f1398af4511ba907a945d47936498985eb4e70d66599;83,511.00;13,333.71;2024-04-28 - 09:31:57;830112317-1;PROCAFECOL S.A.
layout_08_013;F056552803;0813216629;ARMANDO DANIEL SERRANO SILVA;;armando.silva@hotmail.com;;;12651545011135;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=252ddd9b3722f56807086d40cb3cb2ec4b5b6a3d74dcde02250b8af5b73617560ce0b9b60c659bf873b974e87ebe4aeb;252ddd9b3722f56807086d40cb3cb2ec4b5b6a3d74dcde02250b8af5b73617560ce0b9b60c659bf873b974e87ebe4aeb;101,002.00;16,126.44;2024-10-09 - 11:57:03;830112317-1;PROCAFECOL S.A.
layout_08_014;F056979289;3752460405;SAMUEL EMILIO BENITEZ RAMOS;;samuel.ramos@yahoo.com;;;33579422390898;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=717b665317fe9aa840a9287467f587e29770b267f692e3997218ae56246d6c669f0e59c5b2948decec19c6397886d168;717b665317fe9aa840a9287467f587e29770b267f692e3997218ae56246d6c669f0e59c5b2948decec19c6397886d168;98,169.00;15,674.04;2024-11-18 - 15:45:08;830112317-1;PROCAFECOL S.A.
layout_08_015;F056823611;9371075415;JAVIER FRANCISCO RIOS RAMIREZ;;javier.ramirez@hotmail.com;;;14764158075150;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=622e1a872e4f63a6fe5bb7a8d55f16b523a4b6f565270bd667b550206cf015d6b7779755effb22ce0804b0731fb37afd;622e1a872e4f63a6fe5bb7a8d55f16b523a4b6f565270bd667b550206cf015d6b7779755effb22ce0804b0731fb37afd;95,027.00;15,172.42;2024-08-13 - 08:10:43;830112317-1;PROCAFECOL S.A.
layout_08_016;F056832978;0536535606;KAREN PATRICIA GUTIERREZ HERRERA;;karen.herrera@yahoo.com;;;45282812400262;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=acd07785acef5d729ff6318b13c3c033f3b1707fee8a6f4c33a97c5d1a481f0c5412f862d3a0fe65c440455d4cd95f45;acd07785acef5d729ff6318b13c3c033f3b1707fee8a6f4c33a97c5d1a481f0c5412f862d3a0fe65c440455d4cd95f45;91,762.00;14,651.04;2024-12-26 - 11:34:52;830112317-1;PROCAFECOL S.A.
layout_08_017;F056975988;4050377825;FERNANDA JULIANA ACOSTA CAMACHO;;fernanda.camacho@hotmail.com;;;06012807004693;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=f6820bec058d3b305a3bfaba2c3542ba89a955e0598452b4bfa81a299b536b6a3b6268ea725ad7431d8ae5991bdc02ba;f6820bec058d3b305a3bfaba2c3542ba89a955e0598452b4bfa81a299b536b6a3b6268ea725ad7431d8ae5991bdc02ba;99,863.00;15,944.57;2024-10-17 - 11:54:46;830112317-1;PROCAFECOL S.A.
layout_08_018;F056140886;3570479459;CAMILO RAMIRO GONZALEZ LOZANO;;camilo.lozano@correo.com;;;65005488555481;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=613babea357d39d5d178f5897124f04492105413cc17b6462f214f676d81e2cdce8a8e20e200bb29340ce5328ca04200;613babea357d39d5d178f5897124f04492105413cc17b6462f214f676d81e2cdce8a8e20e200bb29340ce5328ca04200;48,984.00;7,820.98;2024-12-05 - 08:30:57;830112317-1;PROCAFECOL S.A.
layout_08_019;F056136825;8579435887;MONICA GABRIELA ESCOBAR VELASQUEZ;;monica.velasquez@hotmail.com;;;66520088531297;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=5487f71dee441e0bb6fe760eafd922616b348fe2b47b6ae8bbee27a2c2011a1639d381a91162136cce3ab75ed58340be;5487f71dee441e0bb6fe760eafd922616b348fe2b47b6ae8bbee27a2c2011a1639d381a91162136cce3ab75ed58340be;47,726.00;7,620.13;2025-02-15 - 16:01:24;830112317-1;PROCAFECOL S.A.
layout_08_020;F056694405;3320041051;MELISSA JULIANA HERRERA FERNANDEZ;;melissa.fernandez@hotmail.com;;;23402583764212;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=187c67b7de1d230a87f92f376759394f9d1450a9b448d1e38c29148560ee1fe35598e61ab52eafcccbfa64437010d92f;187c67b7de1d230a87f92f376759394f9d1450a9b448d1e38c29148560ee1fe35598e61ab52eafcccbfa64437010d92f;73,395.00;11,718.55;2024-02-09 - 09:45:33;830112317-1;PROCAFECOL S.A.
layout_09_007;47E2-166572;532440442;Maria Karen Torres Urrego;;maria.urrego@hotmail.com;;27885-MALAMBO;03396663610072;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=396586295cce04ea4936bf617c74a6a8e5e778dcbb17e247ece439c5ec3bf926010786db13781bad99e1200ceeceab20;396586295cce04ea4936bf617c74a6a8e5e778dcbb17e247ece439c5ec3bf926010786db13781bad99e1200ceeceab20;260.610,00;41.610,00;24/04/2024 08:49;901137699-5;MINISO COLOMBIA S.A.S
layout_09_008;47E2-447253;108855117;Wendy Angelica Nunez Castro;;wendy.castro@yahoo.com;;94338-IBAGUE;69544057727511;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=6eba73015e326d9a122159ede1db0da6feb4c698ad8d02be93789dcb4fb25fffea0c8cf70cdcb5b5d627fc1b1dd1b380;6eba73015e326d9a122159ede1db0da6feb4c698ad8d02be93789dcb4fb25fffea0c8cf70cdcb5b5d627fc1b1dd1b380;204.680,00;32.680,00;15/09/2024 11:15;901137699-5;MINISO COLOMBIA S.A.S
layout_09_009;47E2-783032;417046858;Gloria Lucia Rojas Fuentes;;gloria.fuentes@hotmail.com;;69647-YOPAL;21089612745310;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=a315f1e8c1d27f3eb5318e1a01aae10160a8397ccb8f578de4fe8872fe26a909d9a161b65b60e5453677b2e3504c0207;a315f1e8c1d27f3eb5318e1a01aae10160a8397ccb8f578de4fe8872fe26a909d9a161b65b60e5453677b2e3504c0207;127.330,00;20.330,00;13/12/2024 11:05;901137699-5;MINISO COLOMBIA S.A.S
layout_09_010;47E2-389668;169921353;Luis Arturo Vera Castillo;;luis.castillo@hotmail.com;;83534-TUNJA;49576315264664;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=e32756de7a526e45b093f4bb8070cac054263050b8a564c599e61b90f4f89cd1abe155a2378fde42e960da9b4433da70;e32756de7a526e45b093f4bb8070cac054263050b8a564c599e61b90f4f89cd1abe155a2378fde42e960da9b4433da70;94.010,00;15.010,00;15/07/2024 11:22;901137699-5;MINISO COLOMBIA S.A.S
layout_09_011;47E2-171759;021542800;Ingrid Camila Castaneda Rojas;;ingrid.rojas@hotmail.com;;54381-MONTERIA;17307028676621;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=37dda280236839d36c9fb1c73733000269ea09a08091a2f0dcb9e50f95353b146d7961474193f0801b60de638561149f;37dda280236839d36c9fb1c73733000269ea09a08091a2f0dcb9e50f95353b146d7961474193f0801b60de638561149f;128.520,00;20.520,00;20/01/2025 11:13;901137699-5;MINISO COLOMBIA S.A.S
layout_09_012;47E2-208807;211937874;Valentina Zulma Perez Rodriguez;;valentina.rodriguez@correo.com;;98660-SOLEDAD;11009369126547;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=153f64e1738fe74760ca868881024156cbafbba068a474df446f65744c6e3e8472e16e6e8d31fbc90285658be9906d8a;153f64e1738fe74760ca868881024156cbafbba068a474df446f65744c6e3e8472e16e6e8d31fbc90285658be9906d8a;195.160,00;31.160,00;22/04/2025 07:53;901137699-5;MINISO COLOMBIA S.A.S
layout_09_013;47E2-850418;118463753;Leonardo Oscar Rojas Casas;;leonardo.casas@correo.com;;42817-ARMENIA;37695997420297;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=748a6e5ab37616a92394d1ec0132d0708db6d9fcaeb3cbab61c6db844cd89e38517a93a29451f536de64d7044f2b0adc;748a6e5ab37616a92394d1ec0132d0708db6d9fcaeb3cbab61c6db844cd89e38517a93a29451f536de64d7044f2b0adc;208.250,00;33.250,00;24/12/2024 15:38;901137699-5;MINISO COLOMBIA S.A.S
layout_09_014;47E2-072353;384688470;Gabriela Lorena Delgado Serrano;;gabriela.serrano@gmail.com;;07052-MAICAO;14904748322422;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=7f80ac67692525635d9ce97f09a8984ea567ef9a49497c2d2fa94494c433df9a869f0238c697a8adb1ab80d43bb781d9;7f80ac67692525635d9ce97f09a8984ea567ef9a49497c2d2fa94494c433df9a869f0238c697a8adb1ab80d43bb781d9;59.500,00;9.500,00;11/10/2024 13:26;901137699-5;MINISO COLOMBIA S.A.S
layout_09_015;47E2-817971;241755560;Cristian Esteban Morales Oviedo;;cristian.oviedo@hotmail.com;;43447-FLORIDABLANCA;40229652261772;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=85de8947bd66214acdeb31d6331ff0d59b2eb26e0f6cd93c8ba56e105d9bc3f792a3881bf2d45da3f31c247ed9d28d0e;85de8947bd66214acdeb31d6331ff0d59b2eb26e0f6cd93c8ba56e105d9bc3f792a3881bf2d45da3f31c247ed9d28d0e;114.240,00;18.240,00;01/03/2024 14:34;901137699-5;MINISO COLOMBIA S.A.S
layout_09_016;47E2-174410;809914539;Leonardo Alberto Morales Osorio;;leonardo.osorio@correo.com;;03215-ITAGUI;26945940358006;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=12918099ad3c688d8c3ee4f391c97fd47813ecce0e942c5876d7f4b7c9e7ac55746b608f5c19ae31aab2eb3ce18afdfd;12918099ad3c688d8c3ee4f391c97fd47813ecce0e942c5876d7f4b7c9e7ac55746b608f5c19ae31aab2eb3ce18afdfd;191.590,00;30.590,00;08/06/2025 18:30;901137699-5;MINISO COLOMBIA S.A.S
layout_09_017;47E2-353598;005348802;Gabriel Manuel Lopez Trujillo;;gabriel.trujillo@hotmail.com;;87633-MONTERIA;47399859855116;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=b388df5ba7ec6363e16e85d8ddb5cd9e9f7f463ef3f3fc59564b1da65749fca8039a41adc8243705de4fb1be479b3a4f;b388df5ba7ec6363e16e85d8ddb5cd9e9f7f463ef3f3fc59564b1da65749fca8039a41adc8243705de4fb1be479b3a4f;29.750,00;4.750,00;06/02/2024 13:07;901137699-5;MINISO COLOMBIA S.A.S
layout_09_018;47E2-945769;287935889;Wilmer Diego Gomez Munoz;;wilmer.munoz@gmail.com;;13431-MEDELLIN;79271757908420;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=30cd9cae948782751250bfe3acf6a978dd025c6cd890d5ea64ec35b65175bc0421df2ef153b90b662564a7c80dcb1319;30cd9cae948782751250bfe3acf6a978dd025c6cd890d5ea64ec35b65175bc0421df2ef153b90b662564a7c80dcb1319;108.290,00;17.290,00;07/01/2025 18:10;901137699-5;MINISO COLOMBIA S.A.S
layout_09_019;47E2-939733;086316532;Stefania Diana Delgado Pineda;;stefania.pineda@gmail.com;;34935-YOPAL;80876884644243;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=f07e50d6c1d91a9d862e847db1bbe92d95cce5c39686cfaa3de1cbd149a3d3f4d2a405ac9d050e3fee9dcde32472d0fd;f07e50d6c1d91a9d862e847db1bbe92d95cce5c39686cfaa3de1cbd149a3d3f4d2a405ac9d050e3fee9dcde32472d0fd;96.390,00;15.390,00;08/04/2024 07:51;901137699-5;MINISO COLOMBIA S.A.S
layout_09_020;47E2-756319;827997491;Vanessa Ingrid Ruiz Ocampo;;vanessa.ocampo@outlook.com;;35433-NEIVA;57664490536851;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=3a5efdce4085d8ae5c7045d03b1f7165710decf18fccc85bc7952dcaf3dca683a768946e2de59d2653c48686a562d8c0;3a5efdce4085d8ae5c7045d03b1f7165710decf18fccc85bc7952dcaf3dca683a768946e2de59d2653c48686a562d8c0;262.990,00;41.990,00;28/11/2024 17:17;901137699-5;MINISO COLOMBIA S.A.S
layout_10_007;FE8 - 218128;919731761;ZULMA CAMILA PEREZ RAMIREZ;;zulma43@yahoo.com;3074217341;;399156453532;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=29fc6d172da5a9f6420d803766aa2202341f4c70c386b1538d7ae1daa5a56f38903b4e6f0b6ef2bc20dc5bec2020eb64;29fc6d172da5a9f6420d803766aa2202341f4c70c386b1538d7ae1daa5a56f38903b4e6f0b6ef2bc20dc5bec2020eb64;52,122.00;8,322.00;01/06/2025 16:21;900615349;BELLPROF GROUP S.A.S
layout_10_008;FE8 - 200451;180320921;FELIPE NICOLAS ARIAS QUINTERO;;felipe14@outlook.com;3762817489;;522347383713;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=39d32c5297ab3ad15787a54977e103edc5748437ec540b85f68c31d3d5f2909437ee44171779f2cd2a44016a41dd9d17;39d32c5297ab3ad15787a54977e103edc5748437ec540b85f68c31d3d5f2909437ee44171779f2cd2a44016a41dd9d17;32,130.00;5,130.00;25/01/2025 09:55;900615349;BELLPROF GROUP S.A.S
layout_10_009;FE8 - 819034;336695864;DANIEL WILMER MORENO MENDOZA;;daniel70@hotmail.com;3355846593;;244430234567;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=e5f72367c083f591ec8ee9bcdefeadb5d25c0e51c1a70b41f56580ec98644a86e0e256986e92ea6f34344413f65971e4;e5f72367c083f591ec8ee9bcdefeadb5d25c0e51c1a70b41f56580ec98644a86e0e256986e92ea6f34344413f65971e4;45,101.00;7,201.00;23/03/2024 07:37;900615349;BELLPROF GROUP S.A.S
layout_10_010;FE8 - 746389;727081092;FERNANDA LUISA MORENO TORRES;;fernanda13@yahoo.com;3522630410;;929391862940;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=1331ef86a99f2164fbd56f0b3204614617723b3ef3f5bef533b740b3600c0961a593826b718ae85287b6b691c539a2c9;1331ef86a99f2164fbd56f0b3204614617723b3ef3f5bef533b740b3600c0961a593826b718ae85287b6b691c539a2c9;51,765.00;8,265.00;10/02/2024 11:03;900615349;BELLPROF GROUP S.A.S
layout_10_011;FE8 - 455239;723560106;NICOLAS DAVID RAMIREZ SALAZAR;;nicolas98@hotmail.com;3737400730;;214446890178;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=f6e40c01a07ab8528a5c006ee1f30de6943df5b4023d7320aa685757914faa2576cdd0afc96f1bb06fb713cdbd0140b2;f6e40c01a07ab8528a5c006ee1f30de6943df5b4023d7320aa685757914faa2576cdd0afc96f1bb06fb713cdbd0140b2;39,270.00;6,270.00;14/03/2025 17:06;900615349;BELLPROF GROUP S.A.S
layout_10_012;FE8 - 705376;166043546;JULIAN DANIEL BUSTOS RAMOS;;julian92@outlook.com;3312180961;;485282398031;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=745feaf3fb365067a5155e9a479430445b8f2b342b8bd14cc902b5c74b62823f8d937a13e768ea63bff10ec9511d8af6;745feaf3fb365067a5155e9a479430445b8f2b342b8bd14cc902b5c74b62823f8d937a13e768ea63bff10ec9511d8af6;44,863.00;7,163.00;12/12/2024 18:39;900615349;BELLPROF GROUP S.A.S
layout_10_013;FE8 - 717681;021741691;FRANCISCO CAMILO IBARRA ROMERO;;francisco04@yahoo.com;3656322779;;085254302987;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=7084e3a7111758e0e663c11b1855fddb7e1e61f99d95db2022fa01592c716cd2af3f148d8c72e3548eabb992801615cc;7084e3a7111758e0e663c11b1855fddb7e1e61f99d95db2022fa01592c716cd2af3f148d8c72e3548eabb992801615cc;69,615.00;11,115.00;27/12/2024 08:22;900615349;BELLPROF GROUP S.A.S
layout_10_014;FE8 - 533738;272027603;MARTIN GUSTAVO LOPEZ SILVA;;martin91@yahoo.com;3834058257;;304589678775;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d171210235c67308bc49612656c1f01c35adfa5779f760baf7d354b49fe879338b82e8cd8b68d2a5e6508f727352d4f3;d171210235c67308bc49612656c1f01c35adfa5779f760baf7d354b49fe879338b82e8cd8b68d2a5e6508f727352d4f3;43,316.00;6,916.00;22/09/2024 17:40;900615349;BELLPROF GROUP S.A.S
layout_10_015;FE8 - 182506;748848000;JORGE MATEO CABRERA QUINTERO;;jorge96@outlook.com;3009854962;;039784777328;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=9d7122b17f4a1e7c2baff5524a998ef39f7ceb33a30f55a220c5d03e3222111c6c1bbd49d9be0398b0cabc6cc8e60a83;9d7122b17f4a1e7c2baff5524a998ef39f7ceb33a30f55a220c5d03e3222111c6c1bbd49d9be0398b0cabc6cc8e60a83;38,913.00;6,213.00;17/07/2024 10:16;900615349;BELLPROF GROUP S.A.S
layout_10_016;FE8 - 348135;693075244;ROCIO CAROLINA MUNOZ SILVA;;rocio93@gmail.com;3129854763;;871734564826;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=e93677a5c5ad6808dc14159c97b3fc36e9a2c5eb5c943f331963fb1d638af6d91a7d7603672994a071f0bec15151fe1f;e93677a5c5ad6808dc14159c97b3fc36e9a2c5eb5c943f331963fb1d638af6d91a7d7603672994a071f0bec15151fe1f;18,445.00;2,945.00;17/07/2024 14:20;900615349;BELLPROF GROUP S.A.S
layout_10_017;FE8 - 848534;621118587;BEATRIZ CLAUDIA ROMAN GONZALEZ;;beatriz86@gmail.com;3205052684;;607370767830;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=7a72459265a5a6ca7f7616a96337e12d547914d1f0d079d38b987dd325904daf115d95cd74ae0ade1c9e099bcdc9664c;7a72459265a5a6ca7f7616a96337e12d547914d1f0d079d38b987dd325904daf115d95cd74ae0ade1c9e099bcdc9664c;66,402.00;10,602.00;16/01/2025 14:19;900615349;BELLPROF GROUP S.A.S
layout_10_018;FE8 - 842510;204403792;VICTOR ORLANDO REYES PARRA;;victor64@yahoo.com;3754245908;;669402456369;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=f6aafda33ba57ed5a2a6d24cdb3d68faa28d96e361592bece60161a1d3c805b668b9529e1606ede93cdade517e6993f7;f6aafda33ba57ed5a2a6d24cdb3d68faa28d96e361592bece60161a1d3c805b668b9529e1606ede93cdade517e6993f7;34,867.00;5,567.00;13/08/2024 11:55;900615349;BELLPROF GROUP S.A.S
layout_10_019;FE8 - 110439;752262663;VICTOR ANDRES PINEDA PARRA;;victor79@hotmail.com;3613736113;;199099151615;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=dfde83940b0b7bc71fc8972c2f533e639290d12f0bc98b9ca07d36cca9816dc07d901dc6ac9fe44bc342d77af4a27a14;dfde83940b0b7bc71fc8972c2f533e639290d12f0bc98b9ca07d36cca9816dc07d901dc6ac9fe44bc342d77af4a27a14;68,544.00;10,944.00;17/04/2025 10:33;900615349;BELLPROF GROUP S.A.S
layout_10_020;FE8 - 100592;532786081;ANDRES JULIO RAMOS GOMEZ;;andres61@outlook.com;3422262054;;590559391453;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=ce8da73b360dde45bdc29497f8ef6233d8ab0e4211663f23e92e0cb33111dbf59106fa3445dd59e8ad415bb6eb2aa1ba;ce8da73b360dde45bdc29497f8ef6233d8ab0e4211663f23e92e0cb33111dbf59106fa3445dd59e8ad415bb6eb2aa1ba;36,533.00;5,833.00;03/04/2025 16:41;900615349;BELLPROF GROUP S.A.S
layout_11_007;LPDS - 514;7487714004-8;DAVID EMILIO RAMIREZ OSORIO;CRA 41 # 13 - 24;davidoso@hotmail.com;3008942510;NEIVA;56545324838643;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d91d08fc6774a66995a5736f2d5d70a62e952d48ea726214ccf41e1606686e13cefd3d6ee35f8bfdbf04ba9d60db33cc;d91d08fc6774a66995a5736f2d5d70a62e952d48ea726214ccf41e1606686e13cefd3d6ee35f8bfdbf04ba9d60db33cc;2,317,000.00;;19/04/2025 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_008;LPDS - 708;5035537080-7;MARTIN HERNAN LEON CARDONA;DG 168 # 65 - 81;marticar@outlook.com;3507132636;VALLEDUPAR;56199095613112;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=2d12c5883f5f2d240c7dabaa82e266a5170cf643844e1dda6caebe697bd7bfc49b44b79ceceb1e23616079d3defa4f1c;2d12c5883f5f2d240c7dabaa82e266a5170cf643844e1dda6caebe697bd7bfc49b44b79ceceb1e23616079d3defa4f1c;1,664,000.00;;14/02/2024 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_009;LPDS - 871;7728832684-5;ARTURO HAROLD PEREZ ORTIZ;AK 24 # 51 - 43;arturort@outlook.com;3047076930;SABANALARGA;21852442444032;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=c2f853204d22305117a659998dc134045effeb84f1371827a6dff3dd8f1b5bd339a9d392b85ade1bec5e3dab72ce2ec5;c2f853204d22305117a659998dc134045effeb84f1371827a6dff3dd8f1b5bd339a9d392b85ade1bec5e3dab72ce2ec5;266,000.00;;09/02/2025 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_010;LPDS - 566;8021489675-4;ROCIO ZULMA GRANADOS RAMIREZ;CL 79 # 67 - 58;rocioram@hotmail.com;3195335220;MAICAO;87417344927865;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=0b96c083e86883fe3868ca321537a0d9212ee858b614c021ba074c0196e81e24b802833bb1cdbc566afc47d75d4e8aa0;0b96c083e86883fe3868ca321537a0d9212ee858b614c021ba074c0196e81e24b802833bb1cdbc566afc47d75d4e8aa0;447,000.00;;14/01/2025 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_011;LPDS - 228;5549957007-5;MATEO JULIAN TRUJILLO URREGO;KR 169 # 15 - 80;mateourr@yahoo.com;3122407124;DOSQUEBRADAS;60377307071851;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=510fdd2435ea8be08054e8729ec4f8092b39859c16ad0c30fa2ced59b4668b16eb740239f01d58dd545aa376c4b822af;510fdd2435ea8be08054e8729ec4f8092b39859c16ad0c30fa2ced59b4668b16eb740239f01d58dd545aa376c4b822af;1,104,000.00;;04/08/2024 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_012;LPDS - 524;671978870-3;LUIS FRANCISCO ROMAN MEDINA;CRA 164 # 20 - 43;luismed@hotmail.com;3505862484;RIOHACHA;74922112629205;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d6f5c34a445185acd21afc324d8c4867ef9205b32013bfd833df21b4827b38ea92e52e370e789cf88fa9a0189790012f;d6f5c34a445185acd21afc324d8c4867ef9205b32013bfd833df21b4827b38ea92e52e370e789cf88fa9a0189790012f;967,000.00;;02/02/2025 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_013;LPDS - 155;7652513523-4;OLGA LORENA ZAPATA DUARTE;KR 81 # 43 - 95;olgadua@yahoo.com;3203076182;BUENAVENTURA;52374796929311;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=d100b66262dd45f2660b86da6253d7bf7b0a3a211db8762ef5f38ebf67f4dcfc5d76bdc172655eccf05d2e9e2eae4c69;d100b66262dd45f2660b86da6253d7bf7b0a3a211db8762ef5f38ebf67f4dcfc5d76bdc172655eccf05d2e9e2eae4c69;1,890,000.00;;30/01/2024 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_014;LPDS - 125;6467438369-3;HERNAN PABLO FERNANDEZ SUAREZ;CRA 40 # 113 - 96;hernasua@outlook.com;3136846731;CUCUTA;79037275384781;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=77296873a411bf09aaa26ca7264629ad142c96c3d74b07dc41c794b548dd3ece1e001bfd027a8e22f6807158ee419664;77296873a411bf09aaa26ca7264629ad142c96c3d74b07dc41c794b548dd3ece1e001bfd027a8e22f6807158ee419664;1,734,000.00;;09/11/2024 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_015;LPDS - 230;9420895051-8;ISABEL LUCIA CASTANEDA ROJAS;AC 111 # 30 - 79;isaberoj@yahoo.com;3046956426;QUIBDO;90599058756535;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=f7f46ce115dd531995a85f5eb1566e23a56913f67c6f097abd288dd83023278bb88ec30e437d522007e0c6ae8d77a9b7;f7f46ce115dd531995a85f5eb1566e23a56913f67c6f097abd288dd83023278bb88ec30e437d522007e0c6ae8d77a9b7;1,309,000.00;;14/09/2024 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_016;LPDS - 916;5943114822-3;NATALIA NANCY REYES ROMERO;AK 93 # 18 - 68;natalrom@yahoo.com;3026890335;PASTO;96499053893357;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=eb027aa0f5e5348f768bb1e7d13b0113eb70add5aa645a6f90369446b25550c32309d8070d9a78f85534e67cfad74338;eb027aa0f5e5348f768bb1e7d13b0113eb70add5aa645a6f90369446b25550c32309d8070d9a78f85534e67cfad74338;2,424,000.00;;09/07/2024 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
